Site ID	Location Name	County	Issue Codes	Priority
CO-OURAY-GUSTON	Guston Mining Camp / Townsite	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-GUSTON-ROBINSON	Guston–Robinson Mine Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-IDARADO	Idarado Mine / Treasury Tunnel–Pandora Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-IRONTON	Ironton Mining Town	Ouray	MEDIA_PACKAGED_STATUS_MISSING,MEDIA_RIGHTS_MISSING,MEDIA_SOURCE_PAGE_MISSING,MEDIA_STATUS_INCOMPLETE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES	HIGH
CO-OURAY-MINERAL-FARM	Mineral Farm Mine & Mill Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-MOUNTAIN-TOP	Mountain Top Mine / Mountain Top-Terrible No. 3 Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-NATIONAL-BELLE	National Belle Mine / National Bell Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-OURAY-DRGW-RAIL	Ouray D&RG / D&RGW Railroad Depot & Ore-Loading Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-HISTORIC-CORE	Ouray Historic Mining Core	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-RED-MOUNTAIN-TOLL-ROAD	Ouray–Red Mountain Toll Road / Otto Mears Toll Road	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-PAQUIN-DISTRICT	Paquin Mining District / Carbonate Hill Mining Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-RED-MOUNTAIN-DISTRICT	Red Mountain Mining District	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-RED-MOUNTAIN	Red Mountain Town	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-REVENUE-VIRGINIUS	Revenue–Virginius Mine & Mill Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-RIDGWAY-RGS-COMPLEX	Ridgway Rio Grande Southern Railroad Yard & Depot Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-SENORITA	Señorita Mine / Senorita Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-SNEFFELS-TOWNSITE	Sneffels / Mount Sneffels Mining Townsite	Ouray	INTERNAL_PIPELINE_LANGUAGE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-WANAKAH	Wanakah Mine / Bright Diamond–Wanakah Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-YANKEE-GIRL	Yankee Girl Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-PARK-JEFFERSON-DSPP-DEPOT	Jefferson DSP&P Railroad Depot & Station Site	Park	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-Pitkin-REDSTONE-COKE-OVENS	Redstone Coke Oven Historic District	Pitkin	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-PROWERS-HOLLY-SANTA-FE-DEPOT	Holly Santa Fe Depot (Town Hall)	Prowers	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-RIO-GRANDE-CREEDE-BRANCH-SOUTH-FORK	Creede Branch D&RGW Railroad & South Fork Service Complex	Rio Grande	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-RIO-GRANDE-JASPER-CORNWALL-CAMP	Jasper / Cornwall Mining Camp & Mine Landscape	Rio Grande	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-RIO-GRANDE-SUMMITVILLE-COMPLEX	Summitville Mine, Mill & Ghost Town Complex	Rio Grande	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-ROUTT-HAYDEN-DEPOT	Hayden Denver & Salt Lake Railroad Depot	Routt	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAGUACHE-BONANZA-DISTRICT	Bonanza / Bonanza City Mining District & Townsite	Saguache	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAGUACHE-MARSHALL-PASS-RR	Marshall Pass D&RG / D&RGW Railroad & Toll Road Summit Complex	Saguache	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAGUACHE-ORIENT-IRON-MINE	Orient Iron Mine & Orient Company Town Complex	Saguache	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAGUACHE-SAGUACHE-FLOUR-MILL	Saguache Flour Mill	Saguache	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAGUACHE-SARGENTS-RR-COMPLEX	Sargents D&RG / D&RGW Railroad Station & Water Tank Complex	Saguache	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-ANIMAS-FORKS	Animas Forks Ghost Town	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-ARRASTRA	Arrastra Gulch Mining Corridor	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-BIG-GIANT-CONTENTION	Big Giant Mine, Mill & Contention Tramway Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-BROOKLYN	Brooklyn Mine Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-BUFFALO-BOY-VERTEX	Buffalo Boy–Vertex Mine, Mill & Aerial Tramway Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-DSNG	Durango–Silverton Mining Railroad Corridor	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-EUREKA	Eureka Mining Town	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-FRISCO-BAGLEY	Frisco-Bagley Mill & Tunnel	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-GLADSTONE	Gladstone / Gold King Mining Camp	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-HIGHLAND-MARY	Highland Mary Mining Camp & Mine/Mill Complex	San Juan	INTERNAL_PIPELINE_LANGUAGE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-HOWARDSVILLE	Howardsville Mining Camp / Townsite	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-LACKAWANNA	Lackawanna Mine & Mill Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-MAGGIE-HAMLET-INTERSECTION	Maggie Gulch / Middleton–Hamlet–Intersection Mining Landscape	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-MARTIN	Martin Mining Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-MAYFLOWER	Mayflower / Shenandoah-Dives Mill	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-MOGUL-GRAND-MOGUL	Mogul–Grand Mogul Mine Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-NORTH-STAR-SULTAN	North Star Mine & Mill / Sultan Mountain Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-PRIDE-WEST-GREEN-MTN	Pride of the West & Green Mountain Mines Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-SILVER-LAKE	Silver Lake Mine & Mill	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-SILVERTON	Silverton Historic Mining District	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-SILVERTON-NORTHERN	Silverton Northern Railroad / Animas Forks Line	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-SOUND-DEMOCRAT	Sound Democrat Mill & Mine	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-SUNNYSIDE-AMERICAN	Sunnyside Mine & American Tunnel Complex	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-JUAN-TOBASCO	Tobasco Mine & Mill	San Juan	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-MIGUEL-ALTA	Alta Ghost Town & Mining District	San Miguel	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-MIGUEL-BRIDAL-VEIL	Bridal Veil / Smuggler-Union Powerhouse	San Miguel	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-MIGUEL-LEWIS-MILL	Lewis Mill	San Miguel	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-MIGUEL-LIBERTY-BELL	Liberty Bell Mine & Upper Camp	San Miguel	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-SAN-MIGUEL-MATTERHORN	Matterhorn / Valley View Mill	San Miguel	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
